"customerkey","cuatomer_name","gender","addressline1","datefirstpurchase","city","statename","regionname"
25354,"Kevin A Hughes","M","4660 Cape Cod Way","2022-11-28","Woodland Hills","California","United States"
25355,"Richard Smith","M","2141 Banking Road","2022-08-03","Edmonds","Washington","United States"
25356,"Jonathan A Miller","M","5297 Carlos Dr.","2022-04-18","Burien","Washington","United States"
25357,"Marcus E Foster","M","4525 El Pueblo Pl.","2022-10-08","Burlingame","California","United States"
25358,"Jade Torres","F","2897 Stonehedge Dr","2022-07-17","Woodburn","Oregon","United States"
25359,"Alex D Young","M","2748 Adelaide St.","2022-05-22","Long Beach","California","United States"
25360,"Mason A James","M","2234 Teakwood Dr.","2022-10-13","Los Angeles","California","United States"
25361,"Haley T Ross","F","8068 Villageoaks Dr.","2021-02-02","Port Hammond","British Columbia","Canada"
25362,"Makayla Bailey","F","5048 Hawthorne Dr","2022-10-20","Daly City","California","United States"
25363,"Alexandria E Gray","F","1366 Hunt Dr","2021-02-08","Royal Oak","British Columbia","Canada"
25364,"Isaac Rogers","M","407 Roxie Lane","2022-11-13","Lynnwood","Washington","United States"
25365,"Gabrielle Perry","F","4865 A St.","2022-12-04","Coronado","California","United States"
25366,"Eduardo L Bailey","M","9457 Mendocino Dr.","2022-03-16","Fremont","California","United States"
25367,"Abigail Torres","F","682 Ambush Dr..","2022-12-29","Shawnee","British Columbia","Canada"
25368,"Blake Baker","M","7550 Carzino Ct","2022-04-04","Seattle","Washington","United States"
25369,"Evan G Cox","M","3463 Bel Air Dr.","2022-09-06","Glendale","California","United States"
25370,"Erin S Bailey","F","4407 Hobby Court","2022-04-20","Spokane","Washington","United States"
25371,"Renee L Gomez","F","1902 Santa Cruz","2021-02-14","Cliffside","British Columbia","Canada"
25372,"Carrie Torres","F","4584 Hamiliton Ave.","2022-04-03","Chandler","Arizona","United States"
25373,"Nichole Chande","F","3717 Greenway Drive","2022-09-23","Colma","California","United States"
25374,"Ana Powell","F","8027 Blue Cr","2022-06-29","Daly City","California","United States"
25375,"Carson J Flores","M","8641 B Southampton Rd.","2023-01-22","Spring Valley","California","United States"
25376,"Alexis S Griffin","F","1920 E St.","2022-12-07","Mill Valley","California","United States"
25377,"Lauren L Anderson","F","2673 Peterson Place","2022-11-17","Daly City","California","United States"
25378,"Gabriella A Scott","F","1334 Appalachian Drive","2022-02-21","Portland","Oregon","United States"
25379,"Hailey M Young","F","590 Raven Court","2022-04-29","Bellingham","Washington","United States"
25380,"Seth D Gonzales","M","2560 B Eagle Peak Rd.","2022-04-17","Tacoma","Washington","United States"
25381,"Dylan H Li","M","2768 Baltic Sea Ct","2022-04-12","Colma","California","United States"
25382,"Richard L Hughes","M","4951 Carlos Dr.","2022-03-30","Concord","California","United States"
25383,"Nathan Walker","M","1028 Indigo Ct.","2022-04-10","Issaquah","Washington","United States"
25384,"Maria D Cooper","F","3082 Heritage Oaks","2022-03-30","Lemon Grove","California","United States"
25385,"Destiny K Torres","F","811 Via Cordona","2022-04-02","Daly City","California","United States"
25386,"Alexis S Perry","F","8675 Linnet Court","2022-05-14","El Cajon","California","United States"
25387,"Stephanie E Brooks","F","7650 Bonita Ave.","2022-05-15","Renton","Washington","United States"
25388,"Ernest Hu","M","6732 Arcadia Pl.","2022-05-22","Colma","California","United States"
25389,"Wendy Sanz","F","7900 Black Walnut Ct.","2022-05-16","Concord","California","United States"
25390,"Samantha Powell","F","8909 Chestnut Ave.","2022-05-05","Bellflower","California","United States"
25391,"Morgan J Murphy","F","6681 Pestana Way","2022-05-29","Fremont","California","United States"
25392,"Joseph L Moore","M","4852 Chaparral Court","2022-06-10","Spokane","Washington","United States"
25393,"Lucas J Cox","M","8325 Glenhaven Ave. S.","2021-02-24","Sooke","British Columbia","Canada"
25394,"Anthony J Garcia","M","1537 Teakwood Court","2022-05-31","Corvallis","Oregon","United States"
25395,"Paige K Flores","F","9126 Jamie Way","2022-06-03","Sedro Woolley","Washington","United States"
25396,"Xavier G Ramirez","M","4451 Argonne Dr.","2022-06-28","Downey","California","United States"
25397,"Lucas P Bradley","M","8577 Dies Dorados","2022-06-24","El Cajon","California","United States"
25398,"Thomas K Jones","M","3152 Torino Court","2022-06-04","San Carlos","California","United States"
25399,"Jorge Leitão","M","857 Alum Rock Drive","2022-06-04","San Gabriel","California","United States"
25400,"Kyle Jai","M","531 Leisure Lane","2022-06-17","Spring Valley","California","United States"
25401,"Gabriel C Young","M","2241 Concord Place","2022-06-22","Woodland Hills","California","United States"
25402,"Maria Hughes","F","4917 Lacanda Ct.","2022-06-14","Oregon City","Oregon","United States"
25403,"Jasmine E Clark","F","5234 Martindale","2022-06-02","Santa Monica","California","United States"
25404,"José G Lopez","M","2206 Clear View Circle","2022-06-01","Newport Beach","California","United States"
25405,"Brandon E Wagner","M","8247 Crescent Avenue","2022-06-16","Burien","Washington","United States"
25406,"Casey Andersen","F","9204 Pelican Loop","2022-06-05","Berkeley","California","United States"
25407,"Tony L Anand","M","4068 St. George Court","2022-06-09","Clackamas","Oregon","United States"
25408,"Karen L Zhao","F","8964 Yosemite Ct","2021-02-04","Cliffside","British Columbia","Canada"
25409,"Theodore D Gutierrez","M","8841 Warmcastle Court","2022-06-18","Concord","California","United States"
25410,"Kaitlyn Ward","F","5009 Grasswood Circle","2022-06-09","Lemon Grove","California","United States"
25411,"Riley Flores","F","5407 Oakgrove","2022-06-09","Newport Beach","California","United States"
25412,"Michael M Williams","M","2046 Las Palmas","2022-06-22","Everett","Washington","United States"
25413,"Zoe Rivera","F","9788 Tri-state Ave","2022-06-26","Olympia","Washington","United States"
25414,"Grace C Bailey","F","6627 Camelback Ct.","2022-06-06","Coronado","California","United States"
25415,"Aaron E Evans","M","5623 Detroit Ave.","2022-06-11","Daly City","California","United States"
25416,"Jack Coleman","M","9326 Mayda Way","2022-07-19","San Diego","California","United States"
25417,"Savannah Bell","F","869 Welle Road","2022-06-26","Burlingame","California","United States"
25418,"Alexia Hayes","F","3788 Bahia Vista Court","2022-05-31","Imperial Beach","California","United States"
25419,"Hunter King","M","7487 Mariposa Ct.","2022-06-24","Bellflower","California","United States"
25420,"Jordan Scott","F","5606 Bay View Drive","2022-07-20","Sedro Woolley","Washington","United States"
25421,"Marcus L Lewis","M","4195 May Way","2022-07-15","Beaverton","Oregon","United States"
25422,"Elijah M King","M","3214 Apple Drive","2022-06-22","Lincoln Acres","California","United States"
25423,"Jake A Zhou","M","3004 Zulu Court","2022-06-05","Colma","California","United States"
25424,"Ian M Roberts","M","3050 Meadow Glen Way","2022-10-29","Bellingham","Washington","United States"
25425,"Zachary Diaz","M","1833 Worth Ct","2022-06-09","Lemon Grove","California","United States"
25426,"Tristan Foster","M","4518 Ashwood Dr.","2022-06-10","Chula Vista","California","United States"
25427,"Omar Zeng","M","4739 Bynum Way","2022-06-08","Beverly Hills","California","United States"
25428,"Victoria Jenkins","F","3968 Bonifacio","2022-06-07","Spokane","Washington","United States"
25429,"Candace L Rana","F","9077 Windsor Drive","2022-06-19","Coronado","California","United States"
25430,"Alyssa M Hall","F","3758 Colt Ct.","2022-06-28","Santa Monica","California","United States"
25431,"Ann D Sanchez","F","7125 Melinda Court","2022-11-03","Burlingame","California","United States"
25432,"Kellie J Gomez","F","328 Birchbark Pl.","2022-07-16","Camarillo","California","United States"
25433,"Zachary Kumar","M","1907 Pinecrest Dr","2022-11-01","Royal Oak","British Columbia","Canada"
25434,"Gabriel L Hill","M","80 Hamiliton Ave.","2022-04-16","Concord","California","United States"
25435,"Jennifer Turner","F","1391 Band Court","2022-02-19","Everett","Washington","United States"
25436,"Destiny K Ross","F","7178 Cancroft Road","2022-07-23","Newport Beach","California","United States"
25437,"Adam G Washington","M","6721 Baldwin Dr","2022-12-24","Langley","British Columbia","Canada"
25438,"Lauren C Murphy","F","8294 El Rancho Drive","2022-10-16","Spokane","Washington","United States"
25439,"Janelle J Arthur","F","7832 Military East","2022-02-01","Chula Vista","California","United States"
25440,"Andre L Gonzalez","M","5186 Hamiliton Ave.","2022-12-27","Concord","California","United States"
25441,"Isabella Torres","F","1955 Montgomery Ave","2022-04-18","National City","California","United States"
25442,"Melvin A Goel","M","92, rue Saint-Lazare","2022-10-01","Les Ulis","Essonne","France"
25443,"Stacey Huang","F","Curieweg 97","2022-06-20","Berlin","Hessen","Germany"
25444,"Meagan J Martinez","F","Wallstr 444","2022-07-03","Frankfurt","Bayern","Germany"
25445,"Grace C Cook","F","Nollendorfplatz 4662","2022-07-01","Saarlouis","Saarland","Germany"
25446,"Kristina Garcia","F","6054 Laguna Circle","2022-11-23","Cheltenham","England","United Kingdom"
25447,"Marshall J Liang","M","1190 Hill Top Rd.","2022-10-30","Runcorn","England","United Kingdom"
25448,"Erick M Sara","M","7902 Hudson Ave.","2022-11-19","Wokingham","England","United Kingdom"
25449,"Marvin Dominguez","M","Lützowplatz 50","2022-10-29","Kassel","Hessen","Germany"
25450,"Darrell A Deng","M","Hüttenstr 2114","2022-11-15","Stuttgart","Saarland","Germany"
25451,"Geoffrey L Subram","M","Wallstr 824","2022-11-26","Frankfurt am Main","Saarland","Germany"
25452,"Erica Wu","F","11802, rue Surcouf","2022-11-15","Colombes","Hauts de Seine","France"
25453,"Drew She","M","531 Northridge Drive","2022-10-21","Oxford","England","United Kingdom"
25454,"Terry R She","M","8656 Roskelley Dr.","2022-10-08","W. York","England","United Kingdom"
25455,"Jorge Zheng","M","Heidestieg Straße 8224","2022-11-13","Frankfurt am Main","Hamburg","Germany"
25456,"Kelvin A Cai","M","118, rue Faubourg St Antoine","2023-01-11","Bobigny","Seine Saint Denis","France"
25457,"Darren E Sai","M","366, avenue Foch","2022-12-10","Versailles","Yveline","France"
25458,"Bruce Mehta","M","48, rue Montcalm","2022-12-21","Courbevoie","Hauts de Seine","France"
25459,"Ronald Vance","M","Am Kreuz 6","2022-11-17","München","Hessen","Germany"
25460,"Alisha Andersen","F","Königstr 381","2022-11-15","Dresden","Hessen","Germany"
25461,"Fernando M Collins","M","821, rue des Rosiers","2022-10-21","Roubaix","Nord","France"
25462,"Angel M Gray","M","Pascalstr 442","2022-07-09","Kassel","Hessen","Germany"
25463,"Miguel Robinson","M","215, avenue de la Gare","2022-12-26","Saint Germain en Laye","Yveline","France"
25464,"Jose J Wilson","M","48, place de la Concorde","2022-12-19","Saint Germain en Laye","Yveline","France"
25465,"Mariah Diaz","F","664 Book Pl","2022-11-15","Watford","England","United Kingdom"
25466,"Janet Young","F","215, rue de Terre Neuve","2022-06-13","Saint-Denis","Seine Saint Denis","France"
25467,"Troy Madan","M","5687 Fall Creek","2022-11-05","W. York","England","United Kingdom"
25468,"Krista Suarez","F","Postenweg 5752","2022-11-19","München","Hamburg","Germany"
25469,"Martha Wu","F","27, place de Brazaville","2022-04-20","Orleans","Loiret","France"
25470,"Darren Ramos","M","381 Marina Village Pkwy.","2022-05-08","Leeds","England","United Kingdom"
25471,"Spencer R Ross","M","699, rue Royale","2022-11-18","Drancy","Seine Saint Denis","France"
25472,"Don S Malhotra","M","Erlenweg 95","2022-08-05","Leipzig","Nordrhein-Westfalen","Germany"
25473,"Kristin L Goel","F","119, rue Marbeuf","2022-05-26","Villeneuve-d'Ascq","Nord","France"
25474,"Jimmy D Diaz","M","2163 Angi Lane","2022-07-25","West Sussex","England","United Kingdom"
25475,"Destiny C Martin","F","55, rue de Longchamp","2022-12-10","Paris","Seine (Paris)","France"
25476,"Karen L Ye","F","100, rue de la Centenaire","2022-04-04","Paris La Defense","Hauts de Seine","France"
25477,"Holly Raman","F","920 Broadway","2022-06-21","Billericay","England","United Kingdom"
25478,"Jennifer D Butler","F","4, rue de Courtaboeuf","2022-09-29","Saint Germain en Laye","Yveline","France"
25479,"Bobby J Sanchez","M","955, rue Basse-du-Rocher","2022-10-17","Saint Ouen","Somme","France"
25480,"Miguel Thomas","M","7151 Corte Bonita","2022-11-18","Kirkby","England","United Kingdom"
25481,"Lucas A Jackson","M","5704 Lost Avenue","2022-07-08","Peterborough","England","United Kingdom"
25482,"Donald D Martinez","M","956 B Wildbrook Ct.","2022-10-26","Milton Keynes","England","United Kingdom"
25483,"Dennis E Ma","M","22, rue Philibert-Delorme","2023-01-12","Paris","Seine (Paris)","France"
25484,"Bailey L Wright","F","39, route de Marseille","2022-12-05","Bobigny","Seine Saint Denis","France"
25485,"Roberto L Rubio","M","2401, rue Saint-Lazare","2022-03-13","Roissy en Brie","Seine et Marne","France"
25486,"Edgar B Rodriguez","M","Postfach 44 11 11","2022-11-11","Saarbrücken","Saarland","Germany"
25487,"Allison Rogers","F","Lindenalle 424","2022-09-06","Hof","Bayern","Germany"
25488,"Dawn Ye","F","6542 Greenwood Pl.","2022-11-06","Gateshead","England","United Kingdom"
25489,"Brad Tang","M","545 Willcrest Circle","2022-12-26","Lancaster","England","United Kingdom"
25490,"Alvin He","M","33, avenue du Président-Kennedy","2022-07-22","Paris","Seine (Paris)","France"
25491,"Krystal Xu","F","11, avenue du Président-Kennedy","2022-07-18","Verrieres Le Buisson","Essonne","France"
25492,"Gabriella G Sanchez","F","Auf der Krone 24","2022-07-23","Werne","Nordrhein-Westfalen","Germany"
25493,"Hunter Evans","M","7927 Saclan Terr.","2022-12-12","Stoke-on-Trent","England","United Kingdom"
25494,"Lee Jimenez","M","304, rue des Rosiers","2022-07-16","Colomiers","Garonne (Haute)","France"
25495,"Sheena Kennedy","F","2822, rue des Ecoles","2022-06-18","Les Ulis","Essonne","France"
25496,"Regina Sara","F","1987 Jennifer Way","2022-08-11","Pantin","Seine Saint Denis","France"
25497,"Marcus Torres","M","Viktoria-Luise-Platz 3","2022-08-23","Erlangen","Bayern","Germany"
25498,"Shane D Kapoor","M","Kapellstr 4922","2022-08-15","Frankfurt am Main","Saarland","Germany"
25499,"Meredith Schmidt","F","2436 Pheasant Cr.","2022-12-03","Woolston","England","United Kingdom"
25500,"Janelle G Lopez","F","4103 Vallejo","2022-11-17","Woolston","England","United Kingdom"
25501,"Shawn E Jai","M","891 Thornwood Dr.","2022-12-12","Cheltenham","England","United Kingdom"
25502,"Carmen Kim","F","594 Tossing Way","2022-12-15","London","England","United Kingdom"
25503,"Richard Hill","M","33, boulevard d´Albi","2022-07-07","Paris","Seine (Paris)","France"
25504,"Calvin G Sutton","M","Winterfeldtstr 3535","2022-11-10","Bonn","Hamburg","Germany"
25505,"Curtis Zhou","M","4243 Willow Creek Ct","2022-09-15","London","England","United Kingdom"
25506,"Cristina E Raji","F","8258 N. Broadway","2022-11-12","Watford","England","United Kingdom"
25507,"Suzanne Guo","F","3, rue de la Centenaire","2022-04-05","Paris","Seine (Paris)","France"
25508,"Melissa Cook","F","Brunnenstr 44","2022-11-03","Hamburg","Hamburg","Germany"
25509,"Lucas A Hayes","M","Auf den Kuhlen Straße 4662","2022-10-28","Werne","Nordrhein-Westfalen","Germany"
25510,"Grant A Kumar","M","9997 Montgomery Ave.","2022-11-16","London","England","United Kingdom"
25511,"Chelsea M Arun","F","4380 Chestnut","2022-11-22","Reading","England","United Kingdom"
25512,"Devin Clark","M","3689 Sun Tree Lane","2022-03-15","Bury","England","United Kingdom"
